Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters
6/11/2025,Main_Hostel_A,25.8,Low,1248
6/12/2025,Garden_Irrigation,19.2,Low,745
6/13/2025,Central_Canteen,20.8,Medium,1225
6/14/2025,Central_Canteen,28.1,Low,965
6/15/2025,Garden_Irrigation,37.9,Medium,1635
6/16/2025,Central_Library,21.6,Low,410
6/17/2025,Indoor_Stadium,37.6,Medium,1590
6/18/2025,Academic_Block_1,32.7,Low,1215
6/19/2025,Central_Canteen,26.8,Medium,1410
6/20/2025,Central_Canteen,36.8,Medium,1655
6/21/2025,Campus_Laundry,38.9,Medium,2916
6/22/2025,Girls_Hostel_B,36.4,Medium,1788
6/23/2025,Main_Hostel_A,15.3,Medium,1134
6/24/2025,Indoor_Stadium,28.4,Low,1170
6/25/2025,Campus_Laundry,37.4,Low,2457
6/26/2025,Boys_Hostel_C,36.1,Medium,1908
6/27/2025,Academic_Block_1,29.5,Medium,1315
6/28/2025,Indoor_Stadium,33.3,Medium,1485
6/29/2025,Boys_Hostel_C,31.3,High,1896
6/30/2025,Main_Hostel_A,28.5,Medium,1770
7/1/2025,Indoor_Stadium,24.9,Medium,1250
7/2/2025,Campus_Laundry,32,Medium,2736
7/3/2025,Girls_Hostel_B,41.7,Medium,2058
7/4/2025,Main_Hostel_A,17.9,Medium,1356
7/5/2025,Main_Hostel_A,39.1,Medium,2076
7/6/2025,Boys_Hostel_C,41,Medium,2070
7/7/2025,Main_Hostel_A,38,High,2094
7/8/2025,Campus_Laundry,41.2,High,3645
7/9/2025,Garden_Irrigation,23.3,Low,865
7/10/2025,Garden_Irrigation,33.5,Medium,1400
7/11/2025,Indoor_Stadium,23.7,Low,1065
7/12/2025,Central_Canteen,26.3,Medium,1395
7/13/2025,Girls_Hostel_B,20.8,Medium,1422
7/14/2025,Girls_Hostel_B,36.6,High,2172
7/15/2025,Garden_Irrigation,35.3,Medium,1570
7/16/2025,Indoor_Stadium,28.6,Low,1000
7/17/2025,Garden_Irrigation,40.4,Low,1290
7/18/2025,Girls_Hostel_B,31.3,Low,1368
7/19/2025,Boys_Hostel_C,34.1,Medium,1914
7/20/2025,Indoor_Stadium,27.7,Low,960
7/21/2025,Girls_Hostel_B,21.7,High,1740
7/22/2025,Indoor_Stadium,36.2,Low,1280
7/23/2025,Boys_Hostel_C,17.3,Low,900
7/24/2025,Central_Library,17.7,Low,366
7/25/2025,Main_Hostel_A,24,Low,1050
7/26/2025,Indoor_Stadium,22.5,Medium,1335
7/27/2025,Garden_Irrigation,23.5,Low,1020
7/28/2025,Main_Hostel_A,15.1,Medium,1230
7/29/2025,Garden_Irrigation,15.5,Medium,1010
7/30/2025,Girls_Hostel_B,28.4,Low,1218
7/31/2025,Garden_Irrigation,39.7,Medium,1655
8/1/2025,Main_Hostel_A,30,Low,1428
8/2/2025,Central_Canteen,33.7,Low,1265
8/3/2025,Girls_Hostel_B,38.5,Medium,1980
8/4/2025,Academic_Block_1,30.1,Medium,1555
8/5/2025,Main_Hostel_A,27,Medium,1722
8/6/2025,Garden_Irrigation,37.5,High,1875
8/7/2025,Boys_Hostel_C,29.8,Medium,1776
8/8/2025,Central_Canteen,25.1,High,1505
8/9/2025,Girls_Hostel_B,18.9,High,1524
8/10/2025,Campus_Laundry,38.1,Medium,2970
8/11/2025,Campus_Laundry,31,Medium,2808
8/12/2025,Indoor_Stadium,19.7,Medium,1190
8/13/2025,Indoor_Stadium,24.8,Low,910
8/14/2025,Campus_Laundry,35.2,Low,2088
8/15/2025,Girls_Hostel_B,16.4,High,1482
8/16/2025,Central_Canteen,31,Low,1175
8/17/2025,Boys_Hostel_C,15.3,Low,852
8/18/2025,Central_Canteen,34.1,Medium,1520
8/19/2025,Campus_Laundry,24.8,Low,1656
8/20/2025,Girls_Hostel_B,33.4,Medium,1938
8/21/2025,Central_Library,15,Medium,426
8/22/2025,Girls_Hostel_B,32,Medium,1890
8/23/2025,Central_Canteen,41.2,Low,1345
8/24/2025,Girls_Hostel_B,30,Low,1398
8/25/2025,Indoor_Stadium,18.1,Low,815
8/26/2025,Garden_Irrigation,18.9,Medium,1235
8/27/2025,Campus_Laundry,39.8,High,3213
8/28/2025,Central_Canteen,31.1,Medium,1495
8/29/2025,Academic_Block_1,39.3,High,1915
8/30/2025,Boys_Hostel_C,25.6,Medium,1728
8/31/2025,Garden_Irrigation,41.9,High,2005
9/1/2025,Garden_Irrigation,35.6,Medium,1540
9/2/2025,Central_Canteen,38.4,Low,1360
9/3/2025,Main_Hostel_A,40.9,Medium,1902
9/4/2025,Campus_Laundry,28.3,Low,1818
9/5/2025,Girls_Hostel_B,26.2,Low,1332
9/6/2025,Central_Canteen,37,Medium,1700
9/7/2025,Central_Canteen,27.2,Medium,1475
9/8/2025,Boys_Hostel_C,22.2,High,1818
9/9/2025,Girls_Hostel_B,34.3,Low,1602
9/10/2025,Central_Canteen,29.1,Medium,1360
9/11/2025,Indoor_Stadium,16.8,Low,805
9/12/2025,Girls_Hostel_B,34.5,Medium,1956
9/13/2025,Boys_Hostel_C,37.3,Medium,2046
9/14/2025,Indoor_Stadium,19.2,Low,860
9/15/2025,Academic_Block_1,29.5,Medium,1420
9/16/2025,Main_Hostel_A,17.8,Low,912
9/17/2025,Academic_Block_1,36.3,High,1765
9/18/2025,Central_Library,33.4,High,714
9/19/2025,Main_Hostel_A,30.5,Medium,1734
9/20/2025,Boys_Hostel_C,26.1,Low,1350
9/21/2025,Academic_Block_1,15.1,High,1185
9/22/2025,Campus_Laundry,21.8,Medium,2304
9/23/2025,Central_Library,18.2,Medium,488
9/24/2025,Main_Hostel_A,36.1,Low,1500
9/25/2025,Campus_Laundry,16.9,High,2502
9/26/2025,Garden_Irrigation,40,High,1960
9/27/2025,Central_Canteen,35.7,High,1795
9/28/2025,Girls_Hostel_B,24.4,High,1704
9/29/2025,Main_Hostel_A,18.8,Low,1020
9/30/2025,Garden_Irrigation,35.6,High,1880
10/1/2025,Central_Library,38,Medium,682
10/2/2025,Boys_Hostel_C,24.9,High,1926
10/3/2025,Garden_Irrigation,39.1,Medium,1555
10/4/2025,Indoor_Stadium,32.5,Medium,1390
10/5/2025,Garden_Irrigation,21.7,Low,960
10/6/2025,Academic_Block_1,17.1,Medium,990
10/7/2025,Garden_Irrigation,29.7,Low,1140
10/8/2025,Indoor_Stadium,31.4,Medium,1410
10/9/2025,Academic_Block_1,26.2,Low,1015
10/10/2025,Central_Canteen,40.5,Medium,1635
10/11/2025,Academic_Block_1,16.4,Medium,1040
10/12/2025,Girls_Hostel_B,32.3,Low,1494
10/13/2025,Garden_Irrigation,30.7,High,1610
10/14/2025,Main_Hostel_A,18,High,1464
10/15/2025,Campus_Laundry,21.8,Low,1593
10/16/2025,Main_Hostel_A,24.6,Medium,1422
10/17/2025,Academic_Block_1,15.2,Medium,1165
10/18/2025,Indoor_Stadium,38.6,Low,1245
10/19/2025,Indoor_Stadium,18.9,Low,920
10/20/2025,Central_Canteen,18.8,Medium,1190
10/21/2025,Indoor_Stadium,29.6,Medium,1530
10/22/2025,Main_Hostel_A,31,Low,1356
10/23/2025,Girls_Hostel_B,26.6,Medium,1662
10/24/2025,Central_Canteen,19.8,High,1415
10/25/2025,Central_Canteen,29.6,Low,1060
10/26/2025,Central_Library,28.6,Low,416
10/27/2025,Garden_Irrigation,20.7,Low,880
10/28/2025,Main_Hostel_A,20.7,High,1680
10/29/2025,Garden_Irrigation,23.3,Medium,1235
10/30/2025,Garden_Irrigation,21.1,Low,905
10/31/2025,Academic_Block_1,37.3,High,1805
11/1/2025,Garden_Irrigation,20.9,Medium,1135
11/2/2025,Main_Hostel_A,23.5,High,1776
11/3/2025,Girls_Hostel_B,31.2,Low,1452
11/4/2025,Girls_Hostel_B,36.2,Medium,1872
11/5/2025,Academic_Block_1,41,Medium,1750
11/6/2025,Garden_Irrigation,19.1,High,1390
11/7/2025,Central_Library,16.3,Low,352
11/8/2025,Academic_Block_1,38,Low,1245
11/9/2025,Campus_Laundry,36.6,High,3078
11/10/2025,Girls_Hostel_B,41.3,High,2298
11/11/2025,Campus_Laundry,31.5,Low,2295
11/12/2025,Campus_Laundry,32,Medium,2655
11/13/2025,Academic_Block_1,36,Medium,1525
11/14/2025,Indoor_Stadium,15.2,Medium,955
11/15/2025,Central_Library,33,Low,476
11/16/2025,Garden_Irrigation,22,Medium,1140
11/17/2025,Garden_Irrigation,26.4,Low,1025
11/18/2025,Garden_Irrigation,22.3,Medium,1350
11/19/2025,Campus_Laundry,36.5,Medium,2889
11/20/2025,Girls_Hostel_B,18,High,1542
11/21/2025,Boys_Hostel_C,32.1,Medium,1740
11/22/2025,Academic_Block_1,34.3,Low,1300
11/23/2025,Main_Hostel_A,36.7,Medium,1860
11/24/2025,Main_Hostel_A,34.1,Low,1542
11/25/2025,Girls_Hostel_B,37.2,Medium,1866
11/26/2025,Garden_Irrigation,33.8,High,1655
11/27/2025,Campus_Laundry,33.8,Low,2349
11/28/2025,Indoor_Stadium,37.9,High,1865
11/29/2025,Boys_Hostel_C,16.2,Medium,1368
11/30/2025,Girls_Hostel_B,42,High,2406
12/1/2025,Girls_Hostel_B,25.8,High,1860
12/2/2025,Central_Canteen,21.3,Medium,1280
12/3/2025,Main_Hostel_A,24.3,Medium,1626
12/4/2025,Girls_Hostel_B,40.7,High,2394
12/5/2025,Central_Library,21.5,Low,362
12/6/2025,Girls_Hostel_B,34,Low,1548
12/7/2025,Girls_Hostel_B,17.8,High,1560
12/8/2025,Campus_Laundry,17.2,High,2142
12/9/2025,Girls_Hostel_B,38.7,Medium,1914
12/10/2025,Indoor_Stadium,32.4,Medium,1460
12/11/2025,Girls_Hostel_B,35.1,High,1968
12/12/2025,Garden_Irrigation,24.7,Medium,1255
12/13/2025,Central_Canteen,30.2,Medium,1475
12/14/2025,Main_Hostel_A,41.8,Low,1602
12/15/2025,Boys_Hostel_C,22.2,Low,1266
12/16/2025,Indoor_Stadium,41.4,Low,1415
12/17/2025,Boys_Hostel_C,28.8,Medium,1722
12/18/2025,Girls_Hostel_B,20.3,High,1536
12/19/2025,Central_Library,32.5,Medium,616
12/20/2025,Campus_Laundry,20.4,Medium,1989
12/21/2025,Central_Canteen,38.7,Medium,1720
12/22/2025,Campus_Laundry,34.5,High,3042
12/23/2025,Central_Library,23.5,Medium,540
12/24/2025,Central_Library,16.3,High,492
12/25/2025,Central_Canteen,31.1,High,1740
12/26/2025,Central_Canteen,17.5,Medium,1180
12/27/2025,Boys_Hostel_C,17,Low,858
12/28/2025,Indoor_Stadium,27.7,Medium,1380
12/29/2025,Academic_Block_1,16.3,Low,840
12/30/2025,Campus_Laundry,28.8,Low,1818
12/31/2025,Garden_Irrigation,16.4,Medium,1120
1/1/2025,Boys_Hostel_C,31.9,Medium,1926
1/2/2025,Boys_Hostel_C,23.7,Low,1164
1/3/2025,Central_Canteen,35.7,Medium,1625
1/4/2025,Girls_Hostel_B,39.3,Low,1806
1/5/2025,Indoor_Stadium,15.8,Low,750
1/6/2025,Academic_Block_1,38.7,Low,1480
1/7/2025,Campus_Laundry,19.3,Medium,2205
1/8/2025,Campus_Laundry,37.8,Medium,2790
1/9/2025,Central_Library,38.4,High,752
1/10/2025,Girls_Hostel_B,16,Medium,1212
1/11/2025,Garden_Irrigation,16.9,High,1400
1/12/2025,Boys_Hostel_C,41.9,Medium,2088
1/13/2025,Academic_Block_1,28.7,High,1715
1/14/2025,Indoor_Stadium,33.2,Low,1140
1/15/2025,Girls_Hostel_B,32.6,Medium,1680
1/16/2025,Campus_Laundry,39.1,Medium,3195
1/17/2025,Central_Library,18.2,Medium,440
1/18/2025,Indoor_Stadium,21.2,Medium,1315
1/19/2025,Garden_Irrigation,17.3,High,1415
1/20/2025,Girls_Hostel_B,37.6,Medium,1962
1/21/2025,Campus_Laundry,15.8,High,2502
1/22/2025,Boys_Hostel_C,25.6,Medium,1470
1/23/2025,Indoor_Stadium,40.6,High,1845
1/24/2025,Campus_Laundry,33.7,High,3114
1/25/2025,Indoor_Stadium,15.4,Medium,1145
1/26/2025,Girls_Hostel_B,30.4,Low,1524
1/27/2025,Main_Hostel_A,27.5,Medium,1758
1/28/2025,Academic_Block_1,22.1,Medium,1285
1/29/2025,Indoor_Stadium,38.8,Medium,1755
1/30/2025,Garden_Irrigation,29.2,Low,1245
1/31/2025,Campus_Laundry,34,Low,2214
2/1/2025,Indoor_Stadium,19.1,Low,945
2/2/2025,Central_Library,17.2,Medium,480
2/3/2025,Central_Canteen,27.3,Medium,1330
2/4/2025,Central_Canteen,18.1,Medium,1085
2/5/2025,Garden_Irrigation,27.9,Low,1145
2/6/2025,Girls_Hostel_B,32.9,Medium,1794
2/7/2025,Academic_Block_1,21.9,Medium,1195
2/8/2025,Garden_Irrigation,28,High,1665
2/9/2025,Indoor_Stadium,19.3,Low,815
2/10/2025,Central_Library,38,Low,582
2/11/2025,Main_Hostel_A,20.4,Low,954
2/12/2025,Boys_Hostel_C,24.2,Low,1248
2/13/2025,Central_Canteen,37.5,Medium,1725
2/14/2025,Indoor_Stadium,23.3,Medium,1390
2/15/2025,Campus_Laundry,17,High,2214
2/16/2025,Main_Hostel_A,37.8,Medium,1854
2/17/2025,Campus_Laundry,21.9,Medium,2214
2/18/2025,Campus_Laundry,27.5,Medium,2682
2/19/2025,Academic_Block_1,40.9,Low,1545
2/20/2025,Indoor_Stadium,33.7,Medium,1560
2/21/2025,Academic_Block_1,26.7,Medium,1365
2/22/2025,Central_Canteen,36.6,Low,1435
2/23/2025,Campus_Laundry,24.9,Low,1719
2/24/2025,Girls_Hostel_B,23.7,High,1716
2/25/2025,Main_Hostel_A,38.8,Low,1530
2/26/2025,Girls_Hostel_B,27.6,Low,1218
2/27/2025,Indoor_Stadium,30.2,Low,1210
2/28/2025,Central_Library,27.2,Medium,504
3/1/2025,Campus_Laundry,38.5,High,3393
3/2/2025,Girls_Hostel_B,29.4,High,2016
3/3/2025,Garden_Irrigation,34.9,Medium,1470
3/4/2025,Boys_Hostel_C,33.4,Medium,1932
3/5/2025,Boys_Hostel_C,33.6,Low,1458
3/6/2025,Boys_Hostel_C,19,Low,1194
3/7/2025,Girls_Hostel_B,38,Medium,2004
3/8/2025,Girls_Hostel_B,18.5,Medium,1362
3/9/2025,Main_Hostel_A,17.5,High,1548
3/10/2025,Girls_Hostel_B,15.5,Low,1032
3/11/2025,Garden_Irrigation,20.9,Medium,1165
3/12/2025,Boys_Hostel_C,32.2,Low,1536
3/13/2025,Main_Hostel_A,22.3,Medium,1476
3/14/2025,Boys_Hostel_C,29,Low,1440
3/15/2025,Central_Canteen,23.6,High,1460
3/16/2025,Central_Library,39,Medium,714
3/17/2025,Boys_Hostel_C,36.6,Medium,1866
3/18/2025,Main_Hostel_A,39.7,Low,1818
3/19/2025,Academic_Block_1,30.5,Low,1200
3/20/2025,Garden_Irrigation,27.9,Medium,1320
3/21/2025,Indoor_Stadium,29.3,Medium,1350
3/22/2025,Main_Hostel_A,19.6,High,1794
3/23/2025,Main_Hostel_A,41.7,Low,1614
3/24/2025,Indoor_Stadium,38.6,Medium,1585
3/25/2025,Central_Library,29.6,Medium,578
3/26/2025,Central_Canteen,26.6,Low,1010
3/27/2025,Campus_Laundry,17.7,Low,1566
3/28/2025,Academic_Block_1,26.2,Low,970
3/29/2025,Central_Canteen,21.9,Low,970
3/30/2025,Central_Canteen,25.5,Medium,1255
3/31/2025,Garden_Irrigation,36.1,Medium,1635
4/1/2025,Boys_Hostel_C,27.2,Medium,1716
4/2/2025,Boys_Hostel_C,32.8,Medium,1866
4/3/2025,Main_Hostel_A,36.5,High,2256
4/4/2025,Academic_Block_1,32.5,High,1715
4/5/2025,Girls_Hostel_B,30,High,1836
4/6/2025,Main_Hostel_A,39,Medium,2100
4/7/2025,Campus_Laundry,26.7,Medium,2502
4/8/2025,Academic_Block_1,24.6,High,1445
4/9/2025,Campus_Laundry,22.4,Low,1782
4/10/2025,Indoor_Stadium,36,Low,1190
4/11/2025,Garden_Irrigation,41.9,Low,1425
4/12/2025,Main_Hostel_A,16.9,Low,942
4/13/2025,Garden_Irrigation,25.4,High,1505
4/14/2025,Boys_Hostel_C,37.2,Medium,1854
4/15/2025,Central_Canteen,41.5,Medium,1715
4/16/2025,Boys_Hostel_C,29.8,Medium,1692
4/17/2025,Boys_Hostel_C,32.4,High,2082
4/18/2025,Campus_Laundry,24.3,Low,1692
4/19/2025,Girls_Hostel_B,33,Medium,1704
4/20/2025,Garden_Irrigation,38,Medium,1545
4/21/2025,Academic_Block_1,22.3,Medium,1210
4/22/2025,Academic_Block_1,33.9,Medium,1445
4/23/2025,Academic_Block_1,36.8,Low,1355
4/24/2025,Boys_Hostel_C,16.7,High,1680
4/25/2025,Campus_Laundry,35.5,Low,2340
4/26/2025,Academic_Block_1,15.9,Low,895
4/27/2025,Central_Library,19.3,Medium,498
4/28/2025,Central_Library,22.6,Medium,530
4/29/2025,Main_Hostel_A,22.9,Low,1140
4/30/2025,Central_Library,41,Medium,700
5/1/2025,Girls_Hostel_B,31,Medium,1794
5/2/2025,Garden_Irrigation,15.5,Medium,1115
5/3/2025,Girls_Hostel_B,29,Medium,1602
5/4/2025,Indoor_Stadium,41.7,High,1930
5/5/2025,Garden_Irrigation,17.4,High,1260
5/6/2025,Central_Library,40.2,Medium,694
5/7/2025,Garden_Irrigation,37.2,Low,1320
5/8/2025,Central_Library,17.4,High,554
5/9/2025,Boys_Hostel_C,31.7,Medium,1746
5/10/2025,Campus_Laundry,33.2,Medium,2925
5/11/2025,Main_Hostel_A,24.2,Medium,1602
5/12/2025,Main_Hostel_A,32.8,Medium,1926
5/13/2025,Central_Library,16.3,Medium,466
5/14/2025,Central_Canteen,36,Medium,1615
5/15/2025,Central_Canteen,27.3,Medium,1410
5/16/2025,Indoor_Stadium,18.8,Medium,1130
5/17/2025,Central_Library,26.6,Medium,516
5/18/2025,Main_Hostel_A,24.3,Low,1212
5/19/2025,Central_Library,25.7,High,646
5/20/2025,Girls_Hostel_B,16.9,Medium,1308
5/21/2025,Academic_Block_1,40.8,Medium,1620
5/22/2025,Girls_Hostel_B,35.6,Low,1668
5/23/2025,Campus_Laundry,35.7,Medium,2682
5/24/2025,Academic_Block_1,33.5,High,1720
5/25/2025,Indoor_Stadium,21.6,Low,860
5/26/2025,Garden_Irrigation,29.5,Medium,1415
5/27/2025,Main_Hostel_A,15.2,Medium,1362
5/28/2025,Campus_Laundry,16.7,Medium,2232
5/29/2025,Main_Hostel_A,20.1,Medium,1536
5/30/2025,Garden_Irrigation,22.2,High,1410
5/31/2025,Garden_Irrigation,39.6,Low,1285
6/1/2025,Main_Hostel_A,15,High,1458
6/2/2025,Academic_Block_1,37.2,Medium,1745
6/3/2025,Central_Canteen,41.9,Medium,1845
6/4/2025,Central_Library,26.6,Low,436
6/5/2025,Campus_Laundry,16.5,Medium,1791
6/6/2025,Garden_Irrigation,20.1,High,1330
6/7/2025,Boys_Hostel_C,41.9,High,2322
6/8/2025,Main_Hostel_A,32.3,Low,1500
6/9/2025,Academic_Block_1,38,Medium,1590
6/10/2025,Academic_Block_1,16.9,Medium,1065
6/11/2025,Campus_Laundry,20.1,Low,1638
6/12/2025,Central_Canteen,15.7,Medium,985
6/13/2025,Indoor_Stadium,16.9,Medium,1110
6/14/2025,Indoor_Stadium,15,Medium,1145
6/15/2025,Garden_Irrigation,18.2,Medium,1185
6/16/2025,Garden_Irrigation,30.7,Medium,1430
6/17/2025,Central_Library,35.3,Low,476
6/18/2025,Main_Hostel_A,37.3,Low,1542
6/19/2025,Academic_Block_1,34,Low,1155
6/20/2025,Indoor_Stadium,20.2,Medium,1200
6/21/2025,Academic_Block_1,30.8,High,1760
6/22/2025,Indoor_Stadium,21.9,Medium,1235
6/23/2025,Main_Hostel_A,35.5,Low,1548
6/24/2025,Girls_Hostel_B,30.5,Medium,1890
6/25/2025,Campus_Laundry,34,Medium,2808
6/26/2025,Garden_Irrigation,19.7,Medium,1265
6/27/2025,Girls_Hostel_B,29.6,High,2040
6/28/2025,Boys_Hostel_C,38.1,Medium,2010
6/29/2025,Central_Canteen,29.6,Medium,1455
6/30/2025,Central_Canteen,15.8,Medium,1185
7/1/2025,Girls_Hostel_B,25.2,High,1776
7/2/2025,Central_Canteen,36.8,Medium,1540
7/3/2025,Campus_Laundry,32.3,Low,2385
7/4/2025,Boys_Hostel_C,26.3,High,1770
7/5/2025,Garden_Irrigation,39.3,Medium,1615
7/6/2025,Academic_Block_1,38.8,Medium,1550
7/7/2025,Indoor_Stadium,22.4,Medium,1320
7/8/2025,Academic_Block_1,35.4,Low,1380
7/9/2025,Garden_Irrigation,26.1,High,1515
7/10/2025,Central_Canteen,18.5,High,1465
7/11/2025,Central_Canteen,39.8,Medium,1585
7/12/2025,Boys_Hostel_C,40.7,High,2256
7/13/2025,Academic_Block_1,15.4,Medium,1135
7/14/2025,Main_Hostel_A,29.7,Low,1302
7/15/2025,Boys_Hostel_C,27.9,High,1992
7/16/2025,Garden_Irrigation,31.6,Medium,1455
7/17/2025,Indoor_Stadium,28.2,Low,1085
7/18/2025,Boys_Hostel_C,24.9,Low,1236
7/19/2025,Central_Library,22.2,Medium,506
7/20/2025,Campus_Laundry,37.3,Low,2574
7/21/2025,Campus_Laundry,39.9,High,3321
7/22/2025,Indoor_Stadium,36.5,Medium,1730
7/23/2025,Academic_Block_1,31.4,Medium,1500
7/24/2025,Academic_Block_1,32.6,Medium,1560
7/25/2025,Main_Hostel_A,35.1,Low,1566
7/26/2025,Central_Canteen,16.7,Medium,1015
7/27/2025,Boys_Hostel_C,22.5,Medium,1650
7/28/2025,Campus_Laundry,25.3,High,2682
7/29/2025,Girls_Hostel_B,27.1,Low,1380
7/30/2025,Garden_Irrigation,15.4,Low,680
7/31/2025,Main_Hostel_A,36.6,Medium,2064
8/1/2025,Academic_Block_1,17.7,Medium,1240
8/2/2025,Central_Library,31,Medium,632
8/3/2025,Garden_Irrigation,40.8,Medium,1670
8/4/2025,Main_Hostel_A,16.2,High,1518
8/5/2025,Girls_Hostel_B,20.4,Medium,1512
8/6/2025,Central_Canteen,37,Low,1410
8/7/2025,Campus_Laundry,36.5,Medium,2871
8/8/2025,Academic_Block_1,31.3,Medium,1540
8/9/2025,Girls_Hostel_B,29,Medium,1692
8/10/2025,Academic_Block_1,26.1,Medium,1355
8/11/2025,Main_Hostel_A,16.7,Low,1038
8/12/2025,Central_Canteen,19.3,Medium,1140
8/13/2025,Indoor_Stadium,16.6,Medium,1045
8/14/2025,Central_Library,23.3,High,578
8/15/2025,Main_Hostel_A,39.3,Low,1674
8/16/2025,Main_Hostel_A,25.9,Medium,1488
8/17/2025,Central_Library,38.6,Low,554
8/18/2025,Indoor_Stadium,40.1,High,1785
8/19/2025,Garden_Irrigation,31,Low,1165
8/20/2025,Academic_Block_1,15.6,Low,685
8/21/2025,Campus_Laundry,18.2,Medium,1980
8/22/2025,Main_Hostel_A,27.5,Medium,1806
8/23/2025,Girls_Hostel_B,21.8,Medium,1638
8/24/2025,Girls_Hostel_B,24.6,Medium,1434
8/25/2025,Campus_Laundry,32,Low,1962
8/26/2025,Main_Hostel_A,38.6,Low,1752
8/27/2025,Central_Library,27.4,High,608
8/28/2025,Central_Canteen,29,Medium,1450
8/29/2025,Main_Hostel_A,31.4,Low,1470
8/30/2025,Garden_Irrigation,37.9,High,1930
8/31/2025,Main_Hostel_A,41,Low,1602
9/1/2025,Boys_Hostel_C,22,Low,1002
9/2/2025,Central_Canteen,21.1,Low,965
9/3/2025,Main_Hostel_A,41.4,Low,1584
9/4/2025,Central_Library,22.2,High,568
9/5/2025,Campus_Laundry,25.9,Low,2034
9/6/2025,Boys_Hostel_C,27.3,High,1974
9/7/2025,Campus_Laundry,18.2,Low,1377
9/8/2025,Central_Library,21,High,592
9/9/2025,Boys_Hostel_C,22.2,Medium,1500
9/10/2025,Academic_Block_1,23.8,Medium,1270
9/11/2025,Central_Library,39.2,Low,566
9/12/2025,Garden_Irrigation,29.2,Low,1135
9/13/2025,Main_Hostel_A,32.9,Medium,1938
9/14/2025,Garden_Irrigation,19.9,High,1415
9/15/2025,Main_Hostel_A,38.7,Medium,2136
9/16/2025,Garden_Irrigation,18.1,Low,910
9/17/2025,Central_Canteen,33.3,Medium,1460
9/18/2025,Girls_Hostel_B,34.9,High,2160
9/19/2025,Girls_Hostel_B,19.8,Low,966
9/20/2025,Academic_Block_1,38.2,Medium,1535
9/21/2025,Campus_Laundry,36.8,Low,2214
9/22/2025,Central_Library,38.5,Medium,688
9/23/2025,Central_Canteen,15.1,Low,775
9/24/2025,Main_Hostel_A,21.6,Medium,1428
9/25/2025,Indoor_Stadium,30.3,Medium,1425
9/26/2025,Indoor_Stadium,23.2,Medium,1260
9/27/2025,Garden_Irrigation,41.2,Medium,1805
9/28/2025,Garden_Irrigation,38.9,High,1790
9/29/2025,Academic_Block_1,41.4,Medium,1650
9/30/2025,Indoor_Stadium,17.6,Medium,1165
10/1/2025,Indoor_Stadium,32.6,Low,1115
10/2/2025,Girls_Hostel_B,27.9,Medium,1536
10/3/2025,Central_Canteen,19.8,Medium,1175
10/4/2025,Girls_Hostel_B,33.6,Medium,1740
10/5/2025,Boys_Hostel_C,40.3,Medium,2196
10/6/2025,Campus_Laundry,38.7,Low,2538
10/7/2025,Central_Library,31.8,Low,474
10/8/2025,Campus_Laundry,40.6,High,3501
10/9/2025,Boys_Hostel_C,34.8,Medium,1830
10/10/2025,Main_Hostel_A,35,Medium,1818
10/11/2025,Central_Canteen,27.3,Low,1095
10/12/2025,Central_Library,27.6,Medium,572
10/13/2025,Central_Library,29.4,Medium,544
10/14/2025,Indoor_Stadium,34.4,Medium,1450
10/15/2025,Girls_Hostel_B,37.5,Medium,2088
10/16/2025,Academic_Block_1,20,Medium,1230
10/17/2025,Boys_Hostel_C,37.2,Low,1548
10/18/2025,Central_Canteen,22.9,Medium,1360
10/19/2025,Indoor_Stadium,20,Low,795
10/20/2025,Campus_Laundry,30.7,Medium,2619
10/21/2025,Garden_Irrigation,35.7,Medium,1550
10/22/2025,Campus_Laundry,28.6,High,2808
10/23/2025,Academic_Block_1,18.2,Medium,1165
10/24/2025,Garden_Irrigation,15.4,High,1325
10/25/2025,Academic_Block_1,33.4,High,1805
10/26/2025,Academic_Block_1,19.7,High,1325
10/27/2025,Girls_Hostel_B,39,Low,1638
10/28/2025,Academic_Block_1,30.8,Medium,1540
10/29/2025,Main_Hostel_A,33.1,Low,1476
10/30/2025,Girls_Hostel_B,28.7,Medium,1566
10/31/2025,Indoor_Stadium,33,Low,1290
11/1/2025,Indoor_Stadium,20,Medium,1215
11/2/2025,Campus_Laundry,36.4,Low,2331
11/3/2025,Indoor_Stadium,34.5,Low,1210
11/4/2025,Academic_Block_1,15.2,Medium,970
11/5/2025,Academic_Block_1,38.7,Low,1290
11/6/2025,Central_Canteen,26,High,1655
11/7/2025,Garden_Irrigation,29.6,Medium,1325
11/8/2025,Central_Canteen,18.1,Medium,1200
11/9/2025,Indoor_Stadium,29.8,Low,1215
11/10/2025,Central_Canteen,18.7,Medium,1200
11/11/2025,Main_Hostel_A,27.2,Low,1296
11/12/2025,Academic_Block_1,21.5,Medium,1140
11/13/2025,Academic_Block_1,27.7,Medium,1300
11/14/2025,Main_Hostel_A,23.7,Medium,1470
11/15/2025,Girls_Hostel_B,41.8,Low,1830
11/16/2025,Campus_Laundry,15.3,High,2502
11/17/2025,Campus_Laundry,36.9,Medium,2988
11/18/2025,Academic_Block_1,29.7,High,1655
11/19/2025,Main_Hostel_A,25.4,Medium,1728
11/20/2025,Main_Hostel_A,30.6,High,1926
11/21/2025,Garden_Irrigation,25.8,Medium,1295
